review_id,product_id,customer_id,review_dates,ratings,review_texts
388,388,388,2024-07-02,4,Nulla nisl. Nunc nisl.
389,389,389,2024-06-03,3,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est."
390,390,390,2024-02-27,4,"Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo."
391,391,391,2024-04-13,1,In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt.
392,392,392,2023-12-21,5,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend.
393,393,393,2024-01-16,5,Nullam varius.
394,394,394,2024-01-26,2,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis."
395,395,395,2024-02-13,1,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue."
396,396,396,2024-06-01,5,"Aenean sit amet justo. Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit."
397,397,397,2024-03-29,3,Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt.
398,398,398,2024-03-01,1,In blandit ultrices enim.
399,399,399,2023-09-27,4,"In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue."
400,400,400,2023-11-08,3,"In est risus, auctor sed, tristique in, tempus sit amet, sem."
401,401,401,2023-10-05,2,Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.
402,402,402,2024-02-20,1,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus."
403,403,403,2024-03-26,1,"Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum."
404,404,404,2024-01-06,2,"Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum."
405,405,405,2024-07-05,3,"Praesent lectus. Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend."
406,406,406,2024-02-01,5,"Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue. Vestibulum rutrum rutrum neque."
407,407,407,2024-02-16,3,"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis."
408,408,408,2024-05-17,2,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit."
409,409,409,2024-06-26,1,Donec dapibus.
410,410,410,2023-09-17,4,Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis.
411,411,411,2024-08-13,5,In hac habitasse platea dictumst.
412,412,412,2024-02-14,1,Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat. Praesent blandit.
413,413,413,2024-02-14,2,Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue.
414,414,414,2023-09-01,1,"Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis."
415,415,415,2024-07-20,5,Integer ac neque. Duis bibendum. Morbi non quam nec dui luctus rutrum.
416,416,416,2023-09-08,1,"Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices."
417,417,417,2024-05-15,3,In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem.
418,418,418,2024-05-09,5,"Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus."
419,419,419,2024-01-04,5,Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst.
420,420,420,2024-08-15,2,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.
421,421,421,2024-08-01,5,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros."
422,422,422,2024-06-04,4,Integer ac leo. Pellentesque ultrices mattis odio.
423,423,423,2023-12-30,1,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum."
424,424,424,2023-09-22,2,"Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat."
425,425,425,2024-06-14,3,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius."
426,426,426,2023-11-09,5,Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend.
427,427,427,2024-03-01,2,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor.
428,428,428,2023-11-17,1,Nullam varius.
429,429,429,2023-12-13,4,"Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue. Vestibulum rutrum rutrum neque."
430,430,430,2024-01-16,5,"Ut at dolor quis odio consequat varius. Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla."
431,431,431,2023-09-08,4,In hac habitasse platea dictumst.
432,432,432,2024-08-09,5,"Fusce consequat. Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus."
433,433,433,2024-08-01,3,"Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus. Phasellus in felis."
434,434,434,2024-06-10,5,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh."
435,435,435,2024-06-09,4,"Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam. Nam tristique tortor eu pede."
436,436,436,2023-11-20,1,"Duis mattis egestas metus. Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh."
437,437,437,2024-08-13,3,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris. Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet.
438,438,438,2024-07-21,1,"Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam. Nam tristique tortor eu pede."
439,439,439,2024-05-31,3,Donec quis orci eget orci vehicula condimentum.
440,440,440,2024-01-10,2,"Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy."
441,441,441,2024-04-05,1,Nulla ac enim.
442,442,442,2023-11-06,4,"Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque."
443,443,443,2024-07-24,1,Vestibulum rutrum rutrum neque. Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo.
444,444,444,2024-05-18,4,"Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui."
445,445,445,2023-11-10,3,"Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa."
446,446,446,2024-03-29,3,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat. In congue."
447,447,447,2023-10-12,4,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.
448,448,448,2024-02-15,2,Nullam molestie nibh in lectus.
449,449,449,2024-04-09,5,Ut tellus.
450,450,450,2024-05-21,3,Nullam varius. Nulla facilisi. Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit.
451,451,451,2024-03-20,1,"Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc."
452,452,452,2024-02-08,4,Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim.
453,453,453,2024-04-29,3,Aenean sit amet justo. Morbi ut odio.
454,454,454,2023-12-31,1,Nunc nisl.
455,455,455,2023-12-29,3,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum."
456,456,456,2023-10-12,3,Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius.
457,457,457,2024-05-10,5,"Donec semper sapien a libero. Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla."
458,458,458,2023-10-01,5,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus."
459,459,459,2024-06-30,2,Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat.
460,460,460,2024-03-13,1,Integer ac neque. Duis bibendum. Morbi non quam nec dui luctus rutrum.
461,461,461,2024-02-11,1,Mauris ullamcorper purus sit amet nulla.
462,462,462,2023-11-06,5,Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus.
463,463,463,2023-11-16,5,"Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem."
464,464,464,2023-12-11,2,"Pellentesque ultrices mattis odio. Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla."
465,465,465,2023-12-05,3,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi.
466,466,466,2024-01-18,1,"Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus."
467,467,467,2024-03-21,4,In congue. Etiam justo.
468,468,468,2024-02-19,1,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla."
469,469,469,2024-05-27,3,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl."
470,470,470,2024-05-03,4,In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.
471,471,471,2024-06-04,5,In blandit ultrices enim.
472,472,472,2024-02-18,3,Maecenas pulvinar lobortis est. Phasellus sit amet erat.
473,473,473,2024-02-02,4,Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.
474,474,474,2024-06-09,4,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros."
475,475,475,2023-11-18,5,"Integer a nibh. In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo."
476,476,476,2023-10-15,5,Nullam sit amet turpis elementum ligula vehicula consequat.
477,477,477,2023-10-11,1,"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl."
478,478,478,2023-10-16,4,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl."
479,479,479,2023-10-01,4,Phasellus id sapien in sapien iaculis congue.
480,480,480,2024-07-01,4,Nullam porttitor lacus at turpis.
481,481,481,2023-12-01,3,"Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus."
482,482,482,2024-03-29,2,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo."
483,483,483,2023-10-30,5,"Aliquam non mauris. Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis."
484,484,484,2024-07-12,1,Suspendisse accumsan tortor quis turpis. Sed ante. Vivamus tortor. Duis mattis egestas metus.
485,485,485,2024-08-19,1,In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum.
486,486,486,2024-02-14,1,"Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum."
487,487,487,2024-07-09,1,Donec posuere metus vitae ipsum.
488,488,488,2024-04-29,1,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus."
489,489,489,2023-11-10,4,Morbi a ipsum.
490,490,490,2023-12-21,5,Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.
491,491,491,2024-08-15,5,Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia.
492,492,492,2023-08-27,5,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa."
493,493,493,2023-12-18,4,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula."
494,494,494,2024-04-15,1,Duis at velit eu est congue elementum. In hac habitasse platea dictumst.
495,495,495,2023-10-03,5,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi."
496,496,496,2023-09-30,4,Curabitur at ipsum ac tellus semper interdum.
497,497,497,2023-09-21,2,Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt.
498,498,498,2023-10-29,5,Nulla nisl. Nunc nisl.
499,499,499,2024-01-23,1,"Nunc rhoncus dui vel sem. Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus."
500,500,500,2023-09-25,4,"Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum. In hac habitasse platea dictumst."
501,501,501,2024-06-27,4,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue."
502,502,502,2024-03-23,5,Nulla ac enim.
503,503,503,2024-08-13,1,In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat. Curabitur gravida nisi at nibh.
504,504,504,2024-08-19,3,In hac habitasse platea dictumst.
505,505,505,2024-07-25,2,Nulla nisl.
506,506,506,2023-10-29,4,"Proin at turpis a pede posuere nonummy. Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue."
507,507,507,2024-07-11,2,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum."
508,508,508,2023-09-10,3,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti. Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum."
509,509,509,2024-04-22,1,Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.
510,510,510,2024-07-22,1,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus."
511,511,511,2024-03-11,1,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante."
512,512,512,2024-03-23,5,Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna.
513,513,513,2024-02-27,4,"Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus."
514,514,514,2024-06-30,4,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat. Praesent blandit.
515,515,515,2023-12-25,5,"Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem."
516,516,516,2024-06-17,1,Fusce posuere felis sed lacus.
517,517,517,2024-01-07,5,"Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla."
518,518,518,2024-05-13,4,Integer tincidunt ante vel ipsum.
519,519,519,2024-07-05,4,Sed ante. Vivamus tortor. Duis mattis egestas metus. Aenean fermentum.
520,520,520,2023-11-05,4,Vivamus tortor.
521,521,521,2023-09-12,3,Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.
522,522,522,2024-01-18,3,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.
523,523,523,2024-02-25,1,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl."
524,524,524,2024-01-14,2,Morbi a ipsum. Integer a nibh. In quis justo.
525,525,525,2023-08-22,4,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia."
526,526,526,2024-06-26,3,Pellentesque at nulla. Suspendisse potenti.
527,527,527,2024-02-21,5,"Fusce consequat. Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa."
528,528,528,2023-09-27,1,"Fusce consequat. Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus."
529,529,529,2023-10-08,4,Duis consequat dui nec nisi volutpat eleifend.
530,530,530,2024-06-04,2,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.
531,531,531,2023-12-11,3,"Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus."
532,532,532,2024-06-07,2,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla."
533,533,533,2023-11-18,5,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc."
534,534,534,2023-11-17,1,Mauris sit amet eros.
535,535,535,2023-12-20,2,"Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim."
536,536,536,2024-08-05,3,Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.
537,537,537,2024-06-23,3,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.
538,538,538,2023-12-24,3,Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh. In quis justo.
539,539,539,2024-01-17,4,Morbi non quam nec dui luctus rutrum. Nulla tellus.
540,540,540,2023-11-14,3,Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum.
541,541,541,2024-01-09,5,"Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum."
542,542,542,2024-02-25,2,Praesent id massa id nisl venenatis lacinia.
543,543,543,2024-02-08,3,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus."
544,544,544,2024-03-13,2,Integer ac leo.
545,545,545,2024-02-21,5,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus."
546,546,546,2024-03-02,1,Nunc purus. Phasellus in felis.
547,547,547,2024-01-16,2,"Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis."
548,548,548,2023-12-07,2,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc."
549,549,549,2024-03-06,5,Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.
550,550,550,2023-09-24,4,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit."
551,551,551,2024-05-01,4,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat."
552,552,552,2024-04-25,3,Suspendisse potenti. Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.
553,553,553,2024-01-31,5,Etiam vel augue. Vestibulum rutrum rutrum neque.
554,554,554,2024-07-03,2,"Morbi non quam nec dui luctus rutrum. Nulla tellus. In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus."
555,555,555,2024-02-04,2,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.
556,556,556,2024-03-11,5,Praesent lectus.
557,557,557,2023-12-11,3,In eleifend quam a odio. In hac habitasse platea dictumst.
558,558,558,2024-08-04,3,"Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue. Vestibulum rutrum rutrum neque."
559,559,559,2023-09-22,4,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus."
560,560,560,2023-10-14,3,"In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit."
561,561,561,2024-01-29,3,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est. Phasellus sit amet erat."
562,562,562,2023-12-15,3,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl."
563,563,563,2024-07-27,5,"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy."
564,564,564,2023-11-27,2,"In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit."
565,565,565,2023-10-10,3,Fusce consequat. Nulla nisl. Nunc nisl.
566,566,566,2023-08-24,2,"Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus."
567,567,567,2024-04-14,2,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.
568,568,568,2023-10-19,3,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl."
569,569,569,2024-05-07,4,Fusce consequat. Nulla nisl. Nunc nisl.
570,570,570,2024-01-05,2,"Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus."
571,571,571,2024-01-27,4,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus. Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio."
572,572,572,2024-03-18,1,Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius.
573,573,573,2024-05-30,4,Quisque ut erat.
574,574,574,2024-02-26,5,Pellentesque ultrices mattis odio. Donec vitae nisi.
575,575,575,2024-08-11,4,"Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum."
576,576,576,2024-06-11,2,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula."
577,577,577,2024-03-22,5,Etiam justo. Etiam pretium iaculis justo.
578,578,578,2024-01-15,1,"Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat."
579,579,579,2024-08-03,4,Sed vel enim sit amet nunc viverra dapibus.
